-0.2447585 0.09795171 -0.9646236 4.93666, 0.06165325 0.9944429 0.0853361 -0.2030941, 0.9676219 -0.03858545 -0.2494374 8.98457, 0 0 0 1
-0.2632071 0.098995 -0.9596468 4.903223, 0.06013258 0.9944706 0.08609449 -0.2132511, 0.9628635 -0.03504536 -0.2677045 9.039197, 0 0 0 1
-0.2766386 0.09887275 -0.9558741 4.911547, 0.06258301 0.994435 0.08474928 -0.1961217, 0.958934 -0.03637656 -0.2812868 9.133808, 0 0 0 1
-0.2835892 0.0991534 -0.9538059 4.905898, 0.05933239 0.9945486 0.0857479 -0.2168041, 0.9571086 -0.03227442 -0.2879262 9.101976, 0 0 0 1
-0.2952219 0.1000098 -0.9501801 4.899941, 0.05688431 0.9945821 0.08700931 -0.2334444, 0.9537339 -0.02836328 -0.2993114 9.142538, 0 0 0 1
-0.3031327 0.09878462 -0.9478144 4.919899, 0.0612343 0.9945762 0.08407418 -0.2006377, 0.9509789 -0.03255311 -0.3075376 9.163623, 0 0 0 1
-0.3124363 0.09945548 -0.9447181 4.927388, 0.0641113 0.9944444 0.0834876 -0.1848478, 0.9477728 -0.03448255 -0.3170767 9.178478, 0 0 0 1
-0.3259754 0.1001692 -0.9400565 4.942485, 0.06205992 0.9944932 0.08444981 -0.1972081, 0.943339 -0.03081127 -0.3303968 9.233315, 0 0 0 1
-0.3369356 0.1004039 -0.9361589 4.963216, 0.06259859 0.9944866 0.08412957 -0.1954828, 0.9394444 -0.03025598 -0.3413631 9.270853, 0 0 0 1
-0.3520679 0.09829879 -0.9307984 4.976005, 0.05964541 0.9948047 0.08249786 -0.1913144, 0.9340721 -0.026473 -0.3561019 9.311492, 0 0 0 1
-0.36506 0.09989075 -0.9256096 4.983481, 0.06469042 0.9945458 0.08181641 -0.1747298, 0.9287338 -0.03001018 -0.3695308 9.345489, 0 0 0 1
-0.3784271 0.1001208 -0.9202003 4.998284, 0.06443315 0.9945708 0.08171482 -0.1690162, 0.9233857 -0.02836831 -0.3828237 9.387101, 0 0 0 1
-0.3898237 0.1020441 -0.9152183 4.960046, 0.07443953 0.994081 0.07913063 -0.1340978, 0.9178759 -0.03728142 -0.3951125 9.424402, 0 0 0 1
-0.3979625 0.1026317 -0.9116428 4.880171, 0.07244308 0.9941352 0.08029472 -0.14898, 0.914537 -0.03408793 -0.4030635 9.380377, 0 0 0 1
-0.3905711 0.1059143 -0.9144596 4.713481, 0.0810895 0.9934564 0.08043002 -0.1502934, 0.9169944 -0.04273942 -0.3966039 9.174335, 0 0 0 1
-0.3762291 0.1036164 -0.9207146 4.597579, 0.100083 0.9924574 0.07079368 -0.05035209, 0.9211053 -0.06551324 -0.3837616 8.889498, 0 0 0 1
-0.3628644 0.1042903 -0.9259875 4.471611, 0.1004032 0.9923081 0.07241493 -0.06996229, 0.9264171 -0.06669531 -0.3705443 8.640337, 0 0 0 1
-0.358626 0.1040798 -0.9276609 4.339742, 0.0980833 0.9924653 0.07343239 -0.0847491, 0.9283141 -0.06465328 -0.3661324 8.56888, 0 0 0 1
-0.3591962 0.1048669 -0.9273516 4.191517, 0.08784885 0.9930541 0.07826968 -0.1311244, 0.9291182 -0.05335259 -0.3659137 8.442825, 0 0 0 1
-0.3627216 0.1053477 -0.9259238 4.073012, 0.08368424 0.9932576 0.08022621 -0.1471202, 0.9281325 -0.04838545 -0.369092 8.396451, 0 0 0 1
-0.3751466 0.105029 -0.9209962 4.062223, 0.0697466 0.9939421 0.08493797 -0.1963181, 0.9243379 -0.03237216 -0.3801994 8.364971, 0 0 0 1
-0.3851234 0.1076213 -0.9165684 4.008917, 0.07454434 0.9935594 0.08533939 -0.192171, 0.9198495 -0.03545879 -0.3906655 8.336327, 0 0 0 1
-0.3967404 0.1071931 -0.9116505 3.990801, 0.07402787 0.9936596 0.08461974 -0.1852412, 0.914941 -0.03391548 -0.4021602 8.360168, 0 0 0 1
-0.4045833 0.1087306 -0.9080144 3.988778, 0.07508213 0.993504 0.08551327 -0.1932144, 0.9114138 -0.03357841 -0.4101188 8.341741, 0 0 0 1
-0.4112625 0.1106882 -0.9047714 4.003095, 0.07902315 0.9931921 0.08558558 -0.1882949, 0.908085 -0.03629974 -0.4172096 8.348286, 0 0 0 1
-0.4129986 0.1098839 -0.9040784 3.987579, 0.08059008 0.9932098 0.08390223 -0.1667709, 0.907159 -0.03820825 -0.4190497 8.370659, 0 0 0 1
-0.4224164 0.1104699 -0.8996449 3.836086, 0.07877267 0.993264 0.08497895 -0.1760983, 0.9029725 -0.03497094 -0.428273 8.415338, 0 0 0 1
-0.4322429 0.1110589 -0.8948922 3.64607, 0.08017878 0.9931898 0.08453067 -0.1700643, 0.8981857 -0.03521359 -0.4382038 8.490746, 0 0 0 1
-0.4395413 0.1099232 -0.8914709 3.473276, 0.08487703 0.9931254 0.080609 -0.1302884, 0.8942032 -0.04023442 -0.4458495 8.512241, 0 0 0 1
-0.4498585 0.1085166 -0.8864827 3.299417, 0.07936168 0.9935213 0.08134618 -0.139638, 0.8895668 -0.03375848 -0.455556 8.610719, 0 0 0 1
-0.450991 0.109219 -0.8858207 3.223962, 0.07682515 0.9935513 0.08338844 -0.1571259, 0.8892159 -0.03044587 -0.4564735 8.621707, 0 0 0 1
-0.4527054 0.1097523 -0.8848798 3.234874, 0.07705552 0.9934986 0.08380272 -0.1638577, 0.8883244 -0.03024693 -0.4582193 8.63756, 0 0 0 1
-0.4555365 0.1061348 -0.8838676 3.221058, 0.07442132 0.9939322 0.08099532 -0.1590833, 0.8871009 -0.02888226 -0.4606711 8.590446, 0 0 0 1
-0.4537818 0.107814 -0.8845667 3.218143, 0.07104553 0.9938713 0.0846901 -0.1854032, 0.8882762 -0.02441369 -0.4586604 8.582095, 0 0 0 1
-0.4568382 0.1092479 -0.8828158 3.224297, 0.06715453 0.9938334 0.08823528 -0.2162198, 0.8870113 -0.01897584 -0.4613576 8.5785, 0 0 0 1
-0.458212 0.1082978 -0.8822207 3.248957, 0.06716204 0.9939306 0.08712789 -0.2089512, 0.8863019 -0.0193287 -0.4627044 8.590825, 0 0 0 1
-0.4581339 0.1075488 -0.8823529 3.263838, 0.0672305 0.9940025 0.08625036 -0.2026689, 0.8863371 -0.01980682 -0.4626168 8.569918, 0 0 0 1
-0.4591908 0.1084708 -0.8816904 3.258497, 0.06490186 0.9939612 0.08848162 -0.216213, 0.8859636 -0.0165934 -0.4634577 8.611331, 0 0 0 1
-0.4598156 0.1079588 -0.8814275 3.268945, 0.064689 0.9940175 0.08800262 -0.2218603, 0.8856551 -0.01655368 -0.4640485 8.57633, 0 0 0 1
-0.4634036 0.1073877 -0.8796164 3.240175, 0.06465897 0.9940816 0.0872982 -0.213977, 0.8837852 -0.01642079 -0.4676045 8.599792, 0 0 0 1
-0.4642035 0.1082083 -0.8790939 3.090235, 0.06069774 0.9940624 0.09030855 -0.2381648, 0.8836464 -0.01143747 -0.4680153 8.625375, 0 0 0 1
-0.4683496 0.10828 -0.8768831 2.916939, 0.05994881 0.9940694 0.09073146 -0.2417948, 0.8815071 -0.01007406 -0.4720632 8.722616, 0 0 0 1
-0.4689145 0.1074535 -0.8766829 2.89624, 0.06118561 0.9941395 0.08912334 -0.2288217, 0.8811217 -0.01184914 -0.4727411 8.714454, 0 0 0 1
-0.4678019 0.1075125 -0.8772699 2.930504, 0.06200526 0.9941204 0.08876883 -0.2297271, 0.8816557 -0.01286911 -0.4717178 8.658451, 0 0 0 1
-0.4718788 0.1074769 -0.875088 2.870644, 0.06451134 0.9940906 0.08730574 -0.2224203, 0.8793001 -0.01525538 -0.4760237 8.71333, 0 0 0 1
-0.4697379 0.1069631 -0.876302 2.792175, 0.0632771 0.994159 0.08742949 -0.2119266, 0.8805352 -0.01438089 -0.4737625 8.719345, 0 0 0 1
-0.4700146 0.1075322 -0.876084 2.797128, 0.06118525 0.994133 0.08919616 -0.2283573, 0.8805354 -0.01167992 -0.4738364 8.720359, 0 0 0 1
-0.4718026 0.1066835 -0.8752262 2.829177, 0.06196534 0.9942104 0.08778351 -0.2181154, 0.8795241 -0.01281719 -0.4756818 8.685494, 0 0 0 1
-0.4735188 0.1073966 -0.8742116 2.858286, 0.06138692 0.9941489 0.08888049 -0.22396, 0.8786419 -0.01157857 -0.4773409 8.709204, 0 0 0 1
-0.4734876 0.1073215 -0.8742377 2.872747, 0.06219166 0.9941453 0.08835833 -0.2266119, 0.8786021 -0.01253373 -0.47739 8.710081, 0 0 0 1
-0.474447 0.1075036 -0.8736951 2.864373, 0.06145358 0.9941383 0.08895206 -0.2332657, 0.8781364 -0.01148866 -0.4782723 8.718574, 0 0 0 1
-0.4721086 0.1079749 -0.8749028 2.816809, 0.06271408 0.9940696 0.0888404 -0.2257194, 0.8793068 -0.01292641 -0.4760803 8.720299, 0 0 0 1
-0.4729141 0.1077479 -0.8744956 2.843935, 0.06253964 0.9940963 0.08866364 -0.2277589, 0.8788862 -0.01276036 -0.4768607 8.729154, 0 0 0 1
-0.473314 0.1076785 -0.8742878 2.836723, 0.0612281 0.9941219 0.08929028 -0.2293728, 0.8787633 -0.01126865 -0.4771248 8.742443, 0 0 0 1
-0.4745734 0.1079143 -0.8735757 2.85214, 0.06028548 0.9941106 0.09005385 -0.2369013, 0.878149 -0.009926777 -0.4782841 8.752257, 0 0 0 1
-0.4753155 0.1074669 -0.8732274 2.870024, 0.05974456 0.9941635 0.0898302 -0.2367535, 0.8777846 -0.009472893 -0.4789619 8.752822, 0 0 0 1
-0.4740196 0.1073814 -0.873942 2.84107, 0.0576689 0.9941909 0.09087718 -0.2433674, 0.8786237 -0.007321711 -0.4774586 8.74073, 0 0 0 1
-0.4745117 0.1074869 -0.873662 2.851899, 0.05977065 0.9941603 0.08984864 -0.236531, 0.8782176 -0.009585123 -0.4781652 8.746192, 0 0 0 1
-0.4763574 0.1075645 -0.8726474 2.806436, 0.05803622 0.9941708 0.09086321 -0.2480575, 0.8773343 -0.007361791 -0.4798233 8.769678, 0 0 0 1
-0.4776135 0.1069236 -0.8720394 2.788472, 0.05948375 0.9942246 0.08932603 -0.231043, 0.8765541 -0.009208854 -0.4812153 8.77926, 0 0 0 1
-0.4783801 0.1067092 -0.8716454 2.78701, 0.05784404 0.9942629 0.08997411 -0.2410057, 0.8762457 -0.007377665 -0.4818081 8.784391, 0 0 0 1
-0.4782339 0.1073301 -0.8716493 2.774557, 0.05842374 0.9941936 0.0903651 -0.2390472, 0.876287 -0.007709358 -0.4817277 8.796549, 0 0 0 1
-0.478449 0.1071225 -0.8715568 2.795046, 0.06029162 0.9941964 0.08909838 -0.2287765, 0.876043 -0.009918536 -0.4821309 8.776319, 0 0 0 1
-0.4801278 0.1066377 -0.8706926 2.810075, 0.06091801 0.9942403 0.08817705 -0.2215473, 0.8750807 -0.01070462 -0.4838586 8.799451, 0 0 0 1
-0.4795871 0.10667 -0.8709866 2.798929, 0.05949223 0.9942526 0.08900848 -0.2232363, 0.8754752 -0.00912962 -0.4831768 8.799636, 0 0 0 1
-0.4798969 0.1067939 -0.8708008 2.804732, 0.05761963 0.9942573 0.09018042 -0.2366301, 0.8754307 -0.006897914 -0.4832944 8.803551, 0 0 0 1
-0.4810851 0.1071706 -0.8700986 2.823537, 0.05943161 0.9942034 0.08959636 -0.2357666, 0.8746571 -0.008607883 -0.4846658 8.817795, 0 0 0 1
-0.481225 0.1071944 -0.8700183 2.80629, 0.06072162 0.9941874 0.08890684 -0.2265339, 0.8744915 -0.01004473 -0.4849368 8.821509, 0 0 0 1
-0.4810877 0.1071471 -0.8701 2.798644, 0.06236048 0.9941714 0.0879459 -0.2155185, 0.8744517 -0.01195016 -0.4849654 8.826716, 0 0 0 1
-0.4812486 0.1074516 -0.8699735 2.815565, 0.05996696 0.9941692 0.08961894 -0.2305456, 0.8745306 -0.009040678 -0.4848861 8.824101, 0 0 0 1
-0.4822193 0.1070067 -0.8694907 2.811407, 0.06163045 0.9941967 0.08817385 -0.2143692, 0.87388 -0.01106797 -0.4860157 8.832213, 0 0 0 1
-0.4841652 0.1068818 -0.8684241 2.849551, 0.06035531 0.9942267 0.08871568 -0.221707, 0.8728925 -0.009460961 -0.4878208 8.844735, 0 0 0 1
-0.4820464 0.106537 -0.8696443 2.838199, 0.06176884 0.9942421 0.08756241 -0.21422, 0.8739656 -0.01150778 -0.4858515 8.823264, 0 0 0 1
-0.4819225 0.1063492 -0.869736 2.867194, 0.06186256 0.9942596 0.08729748 -0.2123943, 0.8740273 -0.01173348 -0.4857351 8.816667, 0 0 0 1
-0.4831193 0.106869 -0.8690079 2.841832, 0.05911321 0.9942395 0.08940616 -0.229714, 0.8735567 -0.008176007 -0.4866536 8.844075, 0 0 0 1
-0.4805021 0.1079923 -0.8703191 2.906706, 0.06108598 0.9941005 0.08962604 -0.233215, 0.8748636 -0.01009881 -0.4842641 8.782877, 0 0 0 1
-0.4827646 0.1063795 -0.8692651 2.950132, 0.058872 0.9942917 0.08898428 -0.2340058, 0.8737691 -0.008216918 -0.4862716 8.786821, 0 0 0 1
-0.4818642 0.1063677 -0.8697659 2.934303, 0.05814732 0.9942986 0.0893828 -0.2347291, 0.8743145 -0.00750419 -0.4853019 8.784663, 0 0 0 1
-0.4840451 0.1062156 -0.8685728 2.933188, 0.06050624 0.9942926 0.08787014 -0.2239548, 0.8729486 -0.01002096 -0.4877091 8.820661, 0 0 0 1
-0.4873793 0.1059911 -0.8667337 2.982947, 0.05844033 0.9943395 0.0887337 -0.2393334, 0.8712326 -0.007405237 -0.4908146 8.852615, 0 0 0 1
-0.4877937 0.1058196 -0.8665215 2.973507, 0.05821281 0.9943593 0.08866121 -0.2355881, 0.8710158 -0.007194268 -0.4912023 8.863149, 0 0 0 1
-0.4878681 0.1065665 -0.8663881 2.959098, 0.05913739 0.9942749 0.08899606 -0.2332285, 0.8709118 -0.007817583 -0.4913771 8.878858, 0 0 0 1
-0.4856374 0.1050242 -0.8678285 2.977784, 0.05606766 0.9944547 0.08897293 -0.2372526, 0.8723605 -0.005448527 -0.4888328 8.83843, 0 0 0 1
-0.4855112 0.105065 -0.8678941 3.014039, 0.05854546 0.994431 0.08763219 -0.2301872, 0.8722679 -0.008264855 -0.4889584 8.827118, 0 0 0 1
-0.486907 0.104786 -0.8671455 3.00379, 0.0577825 0.9944673 0.08772638 -0.2287114, 0.8715404 -0.007391249 -0.4902679 8.859569, 0 0 0 1
-0.4876013 0.1044142 -0.8668002 2.996202, 0.06111009 0.9944695 0.08541688 -0.1987657, 0.8709251 -0.01132086 -0.4912853 8.861458, 0 0 0 1
-0.4865597 0.1050285 -0.8673112 3.013056, 0.058214 0.9944387 0.08776524 -0.2236575, 0.8717057 -0.007786625 -0.4899679 8.839725, 0 0 0 1
-0.4902668 0.1045283 -0.8652816 3.049071, 0.06425431 0.9944155 0.08372164 -0.1880025, 0.8692007 -0.01455214 -0.4942452 8.890128, 0 0 0 1
-0.4900036 0.1053978 -0.8653253 3.066978, 0.05772092 0.9944081 0.08843489 -0.231917, 0.8698074 -0.006613958 -0.4933472 8.87259, 0 0 0 1
-0.4927483 0.1048327 -0.8638341 3.100887, 0.05701251 0.9944729 0.08816562 -0.2249864, 0.8683022 -0.005805893 -0.4960016 8.901383, 0 0 0 1
-0.4932281 0.1029837 -0.8637826 3.129359, 0.05893992 0.9946421 0.08493008 -0.1939965, 0.867901 -0.00902137 -0.4966553 8.906431, 0 0 0 1
-0.4936824 0.1038858 -0.863415 3.127697, 0.05889598 0.9945537 0.0859889 -0.2095805, 0.8676457 -0.008400466 -0.4971121 8.91544, 0 0 0 1
-0.4979911 0.1040316 -0.8609194 3.170512, 0.0590327 0.994542 0.08603128 -0.2113632, 0.8651705 -0.007979577 -0.5014144 8.973207, 0 0 0 1
-0.5054943 0.1026746 -0.8566992 3.156774, 0.06441341 0.9946145 0.08119655 -0.1717295, 0.8604223 -0.01413853 -0.5093856 9.10194, 0 0 0 1
-0.5082716 0.1028389 -0.8550345 3.172061, 0.06433672 0.9946044 0.08138086 -0.1748732, 0.8587903 -0.01364654 -0.5121456 9.140572, 0 0 0 1
-0.51346 0.1032614 -0.8518779 3.18989, 0.05548488 0.994651 0.08712496 -0.2027798, 0.8563178 -0.00253116 -0.516443 9.157373, 0 0 0 1
-0.5169864 0.1024126 -0.8498451 3.144724, 0.05383694 0.9947417 0.08712304 -0.2109495, 0.8542989 -0.0007116254 -0.5197815 9.203899, 0 0 0 1
-0.5186372 0.1013117 -0.8489708 3.004637, 0.06810368 0.9946949 0.07709701 -0.1373835, 0.8522778 -0.01783266 -0.5227854 9.232242, 0 0 0 1
-0.5220711 0.09989529 -0.8470317 2.824919, 0.06073096 0.9949505 0.07990845 -0.1454326, 0.850737 -0.009723163 -0.5255016 9.256008, 0 0 0 1
-0.531999 0.1016296 -0.8406239 2.747291, 0.05917727 0.9948061 0.08281887 -0.1792671, 0.8446746 -0.005686277 -0.5352499 9.341426, 0 0 0 1
-0.5404299 0.1013525 -0.8352624 2.729164, 0.0561954 0.9948497 0.08435767 -0.1860241, 0.8395103 -0.001348491 -0.5433421 9.416396, 0 0 0 1
-0.5399364 0.1000618 -0.835737 2.791117, 0.05960552 0.9949614 0.08061685 -0.1551492, 0.8395927 -0.006286569 -0.54318 9.293367, 0 0 0 1
-0.545935 0.1027131 -0.8315076 2.766758, 0.0595459 0.9947038 0.08377665 -0.1709072, 0.8357088 -0.003776263 -0.5491598 9.277575, 0 0 0 1
-0.5531547 0.1031351 -0.8266699 2.772402, 0.06135103 0.9946558 0.08304074 -0.169619, 0.8308164 -0.004782676 -0.556526 9.297132, 0 0 0 1
-0.5578516 0.1027116 -0.8235605 2.802498, 0.05745361 0.9947112 0.08513975 -0.1938481, 0.8279497 0.0001788195 -0.5608023 9.355377, 0 0 0 1
-0.5639886 0.1028506 -0.8193526 2.782887, 0.06160234 0.9946889 0.08245701 -0.1657845, 0.8234817 -0.003969219 -0.567329 9.476719, 0 0 0 1
-0.5636106 0.1024276 -0.8196656 2.879292, 0.05624215 0.9947381 0.0856324 -0.2065785, 0.8241237 0.002163576 -0.5664057 9.465778, 0 0 0 1
-0.5623894 0.1037111 -0.8203427 2.894833, 0.06171615 0.9946005 0.08343178 -0.1948472, 0.8245661 -0.003707242 -0.5657535 9.42169, 0 0 0 1
-0.5690637 0.1040421 -0.8156849 2.911027, 0.06111592 0.994571 0.08422172 -0.1915274, 0.8200191 -0.001923808 -0.5723329 9.4529, 0 0 0 1
-0.5792087 0.1030454 -0.8086401 2.91173, 0.06275625 0.9946709 0.08180068 -0.1801025, 0.8127601 -0.003367553 -0.5825889 9.494959, 0 0 0 1
-0.5880945 0.1031393 -0.8021889 2.93711, 0.06507498 0.9946541 0.08017776 -0.1656581, 0.80617 -0.005050325 -0.5916624 9.542609, 0 0 0 1
-0.5934176 0.1027222 -0.798313 2.947776, 0.07738675 0.9945095 0.07044299 -0.09117872, 0.8011659 -0.01997674 -0.5981088 9.576351, 0 0 0 1
-0.5984535 0.1046346 -0.7942953 2.946497, 0.0825948 0.9942097 0.06873965 -0.08113063, 0.7968886 -0.02446717 -0.6036305 9.622834, 0 0 0 1
-0.6054904 0.1058598 -0.7887807 2.896011, 0.0821093 0.9941344 0.0703902 -0.08955032, 0.7916056 -0.02214564 -0.610631 9.682892, 0 0 0 1
-0.6109037 0.1053971 -0.784658 2.912386, 0.07798397 0.9942901 0.07284012 -0.1107211, 0.7878548 -0.01669244 -0.6156347 9.685915, 0 0 0 1
-0.6177334 0.1061542 -0.7791898 2.883892, 0.07959304 0.9941987 0.07234578 -0.1110249, 0.7823493 -0.01732769 -0.6225988 9.733354, 0 0 0 1
-0.6204225 0.1055427 -0.7771336 2.867602, 0.06825829 0.99441 0.08055718 -0.1577124, 0.7812917 -0.003066313 -0.6241586 9.70983, 0 0 0 1
-0.6268707 0.1053153 -0.7719727 2.870123, 0.06816231 0.9944363 0.08031429 -0.1590353, 0.7761359 -0.002272765 -0.6305615 9.706092, 0 0 0 1
-0.6326329 0.106428 -0.7671041 2.906561, 0.07372328 0.9942902 0.07714799 -0.1512976, 0.7709349 -0.007747084 -0.6368669 9.669352, 0 0 0 1
-0.6462748 0.1066006 -0.7556224 2.841276, 0.07772966 0.9942405 0.07378274 -0.1186626, 0.7591357 -0.01105034 -0.6508386 9.689794, 0 0 0 1
-0.6531023 0.1069677 -0.7496768 2.845005, 0.07945604 0.9941885 0.07263551 -0.1077665, 0.7530897 -0.01212792 -0.6578061 9.638824, 0 0 0 1
-0.6581542 0.1051336 -0.7455065 2.879378, 0.06219294 0.9944099 0.08532909 -0.1825306, 0.75031 0.009794456 -0.6610136 9.589338, 0 0 0 1
-0.6701056 0.1045263 -0.7348692 2.840336, 0.06101555 0.9944415 0.08580909 -0.2018265, 0.7397537 0.01266271 -0.6727586 9.646704, 0 0 0 1
-0.6789041 0.1043847 -0.7267689 2.842725, 0.05944327 0.9944072 0.08729683 -0.2030152, 0.7318167 0.01606466 -0.6813121 9.685973, 0 0 0 1
-0.6783937 0.1042901 -0.727259 2.84739, 0.05978954 0.9944273 0.08683029 -0.1988071, 0.7322617 0.01542264 -0.6808487 9.594, 0 0 0 1
-0.6781408 0.10519 -0.7273652 2.887052, 0.0590689 0.9943033 0.08872256 -0.2164958, 0.7325544 0.01720172 -0.6804911 9.575147, 0 0 0 1
-0.6804281 0.103603 -0.7254543 2.850528, 0.05853761 0.9944766 0.08711805 -0.205055, 0.730473 0.01681122 -0.6827346 9.608723, 0 0 0 1
-0.6800774 0.1034025 -0.7258117 2.87224, 0.06284055 0.9945819 0.0828118 -0.1740857, 0.7304421 0.01070803 -0.6828907 9.597562, 0 0 0 1
-0.6841106 0.1052015 -0.7217516 2.89281, 0.06373208 0.9943805 0.08453121 -0.1822527, 0.7265886 0.01182996 -0.6869709 9.613834, 0 0 0 1
-0.6892541 0.1052637 -0.7168322 2.880428, 0.06644819 0.9944038 0.08213206 -0.1639919, 0.7214662 0.008977667 -0.6923915 9.634875, 0 0 0 1
-0.6927179 0.1047241 -0.7135648 2.829865, 0.06865986 0.9944836 0.07929829 -0.1485105, 0.7179329 0.005938082 -0.6960869 9.62781, 0 0 0 1
-0.6901734 0.1055057 -0.7159114 2.863888, 0.06802414 0.9943928 0.0809676 -0.1554575, 0.7204397 0.00718243 -0.6934804 9.496638, 0 0 0 1
-0.691369 0.1040568 -0.7149693 2.8521, 0.06998315 0.994566 0.07707635 -0.1258585, 0.7191045 0.003252396 -0.6948943 9.524966, 0 0 0 1
-0.6962023 0.1038541 -0.7102934 2.877899, 0.06764012 0.9945676 0.07912042 -0.1355093, 0.7146518 0.007039493 -0.699445 9.577496, 0 0 0 1
-0.6956427 0.1043044 -0.7107756 2.92344, 0.06656889 0.9945057 0.08078942 -0.1488068, 0.715297 0.008885028 -0.6987641 9.546643, 0 0 0 1
-0.6980883 0.1018963 -0.7087241 2.940143, 0.06774551 0.9947812 0.07629504 -0.1165806, 0.7127996 0.005247792 -0.7013481 9.552349, 0 0 0 1
-0.7008712 0.103316 -0.7057658 2.888632, 0.06730341 0.9946188 0.07876404 -0.14039, 0.7101055 0.007703005 -0.7040532 9.5772, 0 0 0 1
-0.7020195 0.1042314 -0.7044888 2.714022, 0.06598748 0.9944961 0.0813827 -0.1551992, 0.709094 0.0106448 -0.7050336 9.657653, 0 0 0 1
-0.6977084 0.1029779 -0.7089419 2.586143, 0.07024701 0.9946798 0.07534909 -0.1067221, 0.7129294 0.002770644 -0.7012303 9.725249, 0 0 0 1
-0.6962592 0.1040938 -0.7102025 2.418315, 0.07420828 0.9945657 0.0730213 -0.08525036, 0.7139441 -0.00186115 -0.7002002 9.890106, 0 0 0 1
-0.6932463 0.1025356 -0.7133695 2.284937, 0.07468293 0.9947193 0.07039901 -0.05891233, 0.7168208 -0.004472667 -0.6972432 9.992953, 0 0 0 1
-0.6988384 0.1035495 -0.7077446 2.202969, 0.07281026 0.9946243 0.07362855 -0.08649665, 0.7115642 -7.661041E-05 -0.7026211 10.1106, 0 0 0 1
-0.6971312 0.1035257 -0.7094298 2.191463, 0.07685497 0.9946088 0.06961862 -0.0492505, 0.7128124 -0.005989903 -0.7013292 10.11071, 0 0 0 1
-0.6954864 0.1047671 -0.7108604 2.222077, 0.07325844 0.9944968 0.0748956 -0.08684327, 0.714795 1.234811E-05 -0.6993341 10.06971, 0 0 0 1
-0.702056 0.1039571 -0.704493 2.187927, 0.07279234 0.9945815 0.07422286 -0.08601684, 0.7083916 0.0008269171 -0.7058191 10.09643, 0 0 0 1
-0.7007285 0.104264 -0.705768 2.185191, 0.06988435 0.994537 0.07753891 -0.1112647, 0.7099969 0.005011582 -0.7041869 10.09042, 0 0 0 1
-0.7044219 0.1045619 -0.7020375 2.19199, 0.07018336 0.9945034 0.07770027 -0.1060942, 0.7063031 0.005462431 -0.7078885 10.12818, 0 0 0 1
-0.7029697 0.1048623 -0.7034469 2.215574, 0.07056154 0.9944742 0.07773182 -0.1119535, 0.7077109 0.005006819 -0.7064844 10.12008, 0 0 0 1
-0.7050322 0.104763 -0.7013945 2.236933, 0.07488952 0.9944968 0.07326395 -0.08282932, 0.70521 -0.0008736497 -0.708998 10.13877, 0 0 0 1
-0.7055252 0.104347 -0.7009608 2.244086, 0.07108532 0.9945323 0.07650072 -0.1080519, 0.7051107 0.004145164 -0.7090851 10.14902, 0 0 0 1
-0.7044422 0.105307 -0.7019057 2.264484, 0.07416556 0.9944396 0.07476229 -0.09085318, 0.7058758 0.0006084799 -0.7083353 10.1572, 0 0 0 1
-0.7075317 0.1036917 -0.6990329 2.265569, 0.0742107 0.9946093 0.07242341 -0.07345639, 0.7027743 -0.0006338605 -0.7114126 10.1491, 0 0 0 1
-0.7051001 0.1040916 -0.7014263 2.272069, 0.07578667 0.9945638 0.07140956 -0.06229099, 0.7050462 -0.002807863 -0.7091557 10.14009, 0 0 0 1
-0.7067378 0.104031 -0.6997851 2.306242, 0.07425372 0.994574 0.07286321 -0.0689121, 0.7035681 -0.0004664622 -0.7106277 10.15533, 0 0 0 1
-0.7087901 0.1042606 -0.697672 2.291573, 0.07179881 0.9945437 0.07568238 -0.09744579, 0.701756 0.003550902 -0.7124085 10.17335, 0 0 0 1
-0.7109552 0.1035893 -0.6955659 2.219717, 0.0735701 0.9946199 0.07292907 -0.07497624, 0.6993784 0.0006764419 -0.7147512 10.21637, 0 0 0 1
-0.7191658 0.1037792 -0.6870447 2.077713, 0.07397474 0.9945992 0.07280263 -0.07631297, 0.6908895 0.001533211 -0.7229587 10.35271, 0 0 0 1
-0.7269822 0.1045115 -0.6786562 1.966294, 0.07121097 0.994495 0.0768682 -0.108067, 0.6829538 0.007554048 -0.7304225 10.48733, 0 0 0 1
-0.7328855 0.1047047 -0.6722468 1.787751, 0.07320654 0.9944863 0.07508457 -0.08521, 0.676402 0.005815537 -0.7365097 10.63546, 0 0 0 1
-0.7349435 0.1057237 -0.6698362 1.597535, 0.07066172 0.9943343 0.07941093 -0.1232785, 0.6744367 0.01103078 -0.7382503 10.64233, 0 0 0 1
-0.7373471 0.1054083 -0.6672394 1.514292, 0.07245063 0.9943931 0.07702793 -0.1121505, 0.6716176 0.008454408 -0.7408497 10.67977, 0 0 0 1
-0.7330084 0.1062009 -0.671878 1.543907, 0.06987111 0.9942676 0.08093137 -0.1340495, 0.6766216 0.01237851 -0.7362269 10.59504, 0 0 0 1
-0.7367894 0.1061998 -0.6677297 1.500688, 0.07295218 0.9943085 0.0776436 -0.1079189, 0.672175 0.008494646 -0.7403435 10.68097, 0 0 0 1
-0.7382437 0.1062845 -0.666108 1.52308, 0.073604 0.9943046 0.07707674 -0.1072902, 0.6705063 0.007873198 -0.7418621 10.70973, 0 0 0 1
