0.9613155 5.717975E-05 -0.2754496 4.906992, 0.006930229 0.9996784 0.02439393 -0.1380372, 0.2753624 -0.02535919 0.961006 -0.3962455, 0 0 0 1
0.9607641 -0.0002773937 -0.2773666 4.935346, 0.007852655 0.9996259 0.02620091 -0.1480205, 0.2772556 -0.02735096 0.9604068 -0.3766531, 0 0 0 1
0.9597802 0.002206634 -0.280744 4.982571, 0.004565318 0.9997143 0.02346517 -0.1565826, 0.2807155 -0.02380309 0.9594958 -0.4003316, 0 0 0 1
0.9570882 0.001144666 -0.2897947 5.106051, 0.006509408 0.999655 0.02544681 -0.1570971, 0.2897238 -0.02624123 0.9567505 -0.3533563, 0 0 0 1
0.9540668 0.002049861 -0.2995869 5.213969, 0.006737056 0.9995769 0.02829428 -0.1816245, 0.2995181 -0.02901297 0.9536494 -0.316575, 0 0 0 1
0.9522572 0.002697001 -0.3052849 5.258528, 0.006637352 0.9995418 0.02953382 -0.1851356, 0.3052247 -0.03015008 0.951803 -0.3037244, 0 0 0 1
0.950248 0.002353479 -0.3114855 5.372378, 0.007153488 0.9995428 0.02937533 -0.1814721, 0.3114123 -0.03014206 0.9497967 -0.274094, 0 0 0 1
0.9478166 0.0009997062 -0.3188146 5.450348, 0.01069153 0.999333 0.03491888 -0.1994675, 0.3186369 -0.03650531 0.9471737 -0.2305074, 0 0 0 1
0.9473515 0.001404439 -0.3201926 5.452638, 0.01084402 0.999276 0.03646718 -0.2081978, 0.320012 -0.03801941 0.9466503 -0.281922, 0 0 0 1
0.9450092 0.002732465 -0.3270325 5.542461, 0.008275514 0.9994451 0.03226403 -0.1858962, 0.3269392 -0.03319616 0.9444622 -0.2640789, 0 0 0 1
0.9413876 0.004093067 -0.3373021 5.618846, 0.009298974 0.9992315 0.03807821 -0.2168138, 0.3371987 -0.03898292 0.940626 -0.2164784, 0 0 0 1
0.9401361 0.003582924 -0.3407804 5.666501, 0.009537862 0.9992765 0.03681908 -0.1992634, 0.3406657 -0.03786526 0.9394217 -0.2195561, 0 0 0 1
0.9381618 0.003707969 -0.3461773 5.746371, 0.01057305 0.9991693 0.0393559 -0.2114043, 0.3460357 -0.04058235 0.9373432 -0.2226902, 0 0 0 1
0.9349229 0.003308451 -0.3548356 5.897419, 0.01188411 0.9991037 0.04062787 -0.2176282, 0.354652 -0.04220083 0.9340456 -0.2785374, 0 0 0 1
0.9320838 0.004695686 -0.3622122 5.969179, 0.01094829 0.999094 0.04112549 -0.2276049, 0.3620771 -0.04229802 0.931188 -0.2803112, 0 0 0 1
0.9275553 0.005730927 -0.3736419 6.064299, 0.009944601 0.9991497 0.04001216 -0.2222903, 0.3735535 -0.04082921 0.9267097 -0.278516, 0 0 0 1
0.9246723 0.005221326 -0.3807281 6.169565, 0.009704007 0.999258 0.03727195 -0.201562, 0.3806402 -0.03815893 0.9239355 -0.2537855, 0 0 0 1
0.9208245 0.005913578 -0.3899325 6.280728, 0.01135312 0.9990547 0.04196166 -0.2243274, 0.3898121 -0.04306627 0.9198869 -0.1837361, 0 0 0 1
0.9191197 0.007623617 -0.3939047 6.330306, 0.009190515 0.9991258 0.04078178 -0.2302076, 0.3938713 -0.04110352 0.9182461 -0.2182879, 0 0 0 1
0.9138715 0.006811492 -0.4059464 6.478516, 0.01108585 0.9990678 0.04172026 -0.2175143, 0.4058521 -0.04262722 0.9129441 -0.1465819, 0 0 0 1
0.9080569 0.006789308 -0.4187918 6.621931, 0.01217668 0.9990181 0.04259817 -0.2145472, 0.4186698 -0.04378105 0.9070826 -0.05979676, 0 0 0 1
0.9036834 0.00783416 -0.4281297 6.721589, 0.01197571 0.9989792 0.04355785 -0.2153405, 0.4280339 -0.04448966 0.902667 -0.01719805, 0 0 0 1
0.8972504 0.008886383 -0.4414326 6.793404, 0.01254563 0.9988806 0.04560834 -0.2301642, 0.4413437 -0.04646015 0.8961346 0.03270771, 0 0 0 1
0.8904095 0.009657135 -0.4550578 6.887004, 0.01334916 0.9987907 0.04731636 -0.2380741, 0.4549644 -0.04820558 0.8892039 0.06978557, 0 0 0 1
0.8823158 0.009797699 -0.4705558 7.096424, 0.01321475 0.9988735 0.04557642 -0.237739, 0.4704722 -0.04643107 0.8811924 0.1513087, 0 0 0 1
0.8719099 0.009980473 -0.4895647 7.201337, 0.01426394 0.9988503 0.04576693 -0.2240461, 0.4894586 -0.04688776 0.8707651 0.2682804, 0 0 0 1
0.8612674 0.0107211 -0.5080388 7.322939, 0.01504509 0.9988011 0.04658325 -0.2246458, 0.5079291 -0.04776413 0.8600736 0.3805107, 0 0 0 1
0.8550031 0.01115218 -0.5185031 7.360853, 0.01927951 0.9983943 0.05326547 -0.2598216, 0.5182645 -0.05553863 0.8534151 0.440666, 0 0 0 1
0.8425654 0.01238275 -0.5384517 7.395041, 0.01790221 0.9985394 0.0509766 -0.2421239, 0.5382965 -0.05259059 0.841113 0.6150447, 0 0 0 1
0.8292562 0.01448489 -0.5586809 7.343019, 0.01770537 0.9984814 0.05216786 -0.2469634, 0.5585881 -0.05315218 0.8277404 0.809622, 0 0 0 1
0.812254 0.01606177 -0.5830827 7.300634, 0.01434577 0.9987684 0.04749651 -0.2180287, 0.5831274 -0.046944 0.8110232 1.009477, 0 0 0 1
0.7930894 0.01865977 -0.6088193 7.255886, 0.01730113 0.9984372 0.05313885 -0.2456711, 0.6088594 -0.05267712 0.7915272 1.316542, 0 0 0 1
0.7698302 0.02084202 -0.6379084 7.238668, 0.01710698 0.9984338 0.05326604 -0.2417627, 0.6380195 -0.05191849 0.7682679 1.631224, 0 0 0 1
0.7437111 0.02479662 -0.6680412 7.152822, 0.01550362 0.9984033 0.05431886 -0.2441292, 0.6683214 -0.0507546 0.7421391 2.037136, 0 0 0 1
0.7195396 0.02710446 -0.6939223 7.157707, 0.01314115 0.9985277 0.05262855 -0.2504843, 0.6943271 -0.04698726 0.718124 2.406411, 0 0 0 1
0.6931871 0.02921939 -0.7201652 7.148424, 0.02097271 0.9979371 0.06067653 -0.2875488, 0.7204525 -0.057164 0.6911443 2.794729, 0 0 0 1
0.6663689 0.03177584 -0.7449448 7.024733, 0.02197404 0.9978206 0.06221857 -0.2873814, 0.7452983 -0.05782997 0.6642184 3.119989, 0 0 0 1
0.6411591 0.03332314 -0.7666842 6.976826, 0.02073381 0.9979399 0.0607136 -0.2670155, 0.7671279 -0.05482336 0.6391473 3.451183, 0 0 0 1
0.6216209 0.03586056 -0.7824969 6.858243, 0.02507034 0.997529 0.06563117 -0.269583, 0.782917 -0.06041517 0.6191858 3.712753, 0 0 0 1
0.5805876 0.03878577 -0.8132734 6.807528, 0.02912362 0.9972362 0.06835018 -0.280011, 0.8136767 -0.06336874 0.5778534 4.240782, 0 0 0 1
0.5365999 0.04236054 -0.8427729 6.773661, 0.0414453 0.9962108 0.07646137 -0.2822699, 0.8428184 -0.07595813 0.5328109 4.855667, 0 0 0 1
0.5070803 0.03683456 -0.8611113 6.720498, 0.02300972 0.9981518 0.05624622 -0.2042405, 0.8615916 -0.04833528 0.5052956 5.220128, 0 0 0 1
0.500495 0.03898424 -0.8648612 6.763323, 0.03097716 0.9975395 0.06289129 -0.2088876, 0.865185 -0.05826772 0.4980559 5.256949, 0 0 0 1
0.4923043 0.03924952 -0.8695378 6.806871, 0.02958952 0.9976508 0.06178497 -0.205149, 0.8699201 -0.05614622 0.4899864 5.296657, 0 0 0 1
0.484568 0.03986834 -0.8738446 6.817549, 0.03035726 0.9975927 0.06234806 -0.2030041, 0.8742267 -0.0567394 0.4821912 5.363328, 0 0 0 1
0.4791707 0.04019864 -0.8768008 6.879068, 0.03619613 0.9971959 0.06549954 -0.2004885, 0.8769751 -0.06312225 0.476372 5.357524, 0 0 0 1
0.4709573 0.04052845 -0.8812245 6.931967, 0.03873064 0.9970309 0.06655353 -0.1996754, 0.8813054 -0.06547425 0.4679893 5.41288, 0 0 0 1
0.4629672 0.04124834 -0.8854151 6.99613, 0.03579156 0.997232 0.06517223 -0.2037637, 0.8856525 -0.06186299 0.4602093 5.428516, 0 0 0 1
0.453543 0.04218559 -0.8902354 7.081913, 0.03575334 0.9972138 0.06547002 -0.2082426, 0.890517 -0.06152236 0.450771 5.444217, 0 0 0 1
0.4425363 0.04288855 -0.8957244 7.127437, 0.03707567 0.9971265 0.06606121 -0.2031414, 0.8959838 -0.06244407 0.4396746 5.496011, 0 0 0 1
0.4306165 0.04339603 -0.9014911 7.184142, 0.04062345 0.9968991 0.06739344 -0.1893599, 0.9016203 -0.06564241 0.4275183 5.561236, 0 0 0 1
0.4170763 0.04465537 -0.9077738 7.283487, 0.04246765 0.9967438 0.06854375 -0.1947776, 0.9078788 -0.06713899 0.4138218 5.678551, 0 0 0 1
0.4036466 0.04486927 -0.9138141 7.33979, 0.04110903 0.9968985 0.06710734 -0.1842154, 0.9139909 -0.06465366 0.4005502 5.758884, 0 0 0 1
0.3882216 0.04586613 -0.920424 7.368313, 0.04413102 0.9966896 0.06828039 -0.1854755, 0.9205088 -0.06712718 0.3849123 5.816891, 0 0 0 1
0.3830256 0.04804213 -0.9224876 7.335523, 0.04592419 0.9964214 0.07096069 -0.1962788, 0.9225954 -0.06954426 0.3794486 5.746962, 0 0 0 1
0.3701552 0.04948494 -0.927651 7.408223, 0.05008286 0.996065 0.0731187 -0.1944527, 0.9276189 -0.07352468 0.3662202 5.775587, 0 0 0 1
0.3502503 0.05120289 -0.9352556 7.484867, 0.04443767 0.996472 0.07119609 -0.200104, 0.9356014 -0.06649703 0.3467393 5.888802, 0 0 0 1
0.3359717 0.05387553 -0.94033 7.513304, 0.05202336 0.9957772 0.07563982 -0.2055642, 0.9404343 -0.07433196 0.3317501 5.936124, 0 0 0 1
0.3272071 0.05435138 -0.9433883 7.487676, 0.04828176 0.9960789 0.0741332 -0.2051675, 0.9437184 -0.06980536 0.3232999 5.950516, 0 0 0 1
0.3185637 0.05615195 -0.9462368 7.371641, 0.04671278 0.996101 0.07483751 -0.2186343, 0.9467497 -0.06804187 0.3146986 5.925115, 0 0 0 1
0.2937566 0.05929603 -0.9540393 7.268259, 0.04858802 0.9958576 0.0768558 -0.2217642, 0.9546446 -0.06893178 0.2896587 6.103892, 0 0 0 1
0.2773375 0.06150778 -0.9588017 7.289621, 0.04590976 0.9959603 0.07717112 -0.2371081, 0.9596751 -0.0654208 0.2733933 6.184689, 0 0 0 1
0.2580199 0.06212589 -0.9641401 7.262069, 0.04428113 0.9961212 0.07603701 -0.2240759, 0.9651243 -0.06231227 0.2542681 6.3339, 0 0 0 1
0.2357167 0.06335862 -0.9697543 7.175699, 0.04857054 0.9958574 0.07687002 -0.2121508, 0.9706073 -0.06522103 0.2316628 6.543546, 0 0 0 1
0.2081549 0.06482829 -0.9759451 6.966579, 0.04719731 0.9959729 0.07622516 -0.2142111, 0.9769565 -0.06192862 0.2042569 6.826029, 0 0 0 1
0.1655254 0.06819241 -0.9838451 6.721238, 0.0529632 0.9955522 0.07791456 -0.1908243, 0.9847823 -0.06500442 0.1611775 7.345845, 0 0 0 1
0.1433913 0.06962434 -0.987214 6.641837, 0.05627996 0.9953343 0.07837162 -0.1772414, 0.9880645 -0.06679817 0.1388038 7.532716, 0 0 0 1
0.1284001 0.07104269 -0.9891746 6.648748, 0.06041446 0.9950181 0.07930449 -0.1694841, 0.9898806 -0.06994315 0.1234684 7.642289, 0 0 0 1
0.1178128 0.07224403 -0.9904044 6.611781, 0.06414835 0.9947134 0.08018906 -0.1678429, 0.9909617 -0.07298011 0.1125557 7.723033, 0 0 0 1
0.1098464 0.07327488 -0.991244 6.630868, 0.05858362 0.9950678 0.0800496 -0.1867954, 0.9922206 -0.06686382 0.1050119 7.744184, 0 0 0 1
0.09981591 0.07411364 -0.9922419 6.635536, 0.0585449 0.9950569 0.08021331 -0.1910138, 0.9932821 -0.06609727 0.09498354 7.793338, 0 0 0 1
0.08842807 0.0740516 -0.9933261 6.658807, 0.05987582 0.9950343 0.07950921 -0.1753662, 0.9942814 -0.06650706 0.08355505 7.83681, 0 0 0 1
0.08232826 0.07551818 -0.99374 6.669279, 0.06199234 0.9948059 0.08073507 -0.172147, 0.9946753 -0.06825104 0.07721909 7.860827, 0 0 0 1
0.07075327 0.07485816 -0.9946809 6.700978, 0.06311424 0.994846 0.07935999 -0.16925, 0.9954951 -0.06839351 0.06566399 7.905575, 0 0 0 1
0.06232173 0.07521208 -0.9952182 6.738658, 0.06192547 0.9949439 0.0790692 -0.1724436, 0.9961331 -0.06655708 0.05734909 7.909476, 0 0 0 1
0.05045487 0.07672761 -0.9957747 6.728703, 0.0565842 0.9952234 0.07955219 -0.1897336, 0.9971221 -0.06035891 0.0458723 7.978506, 0 0 0 1
0.03964433 0.07756837 -0.9961985 6.757158, 0.06056665 0.9949626 0.07988241 -0.1774808, 0.9973766 -0.0635033 0.03474656 8.025126, 0 0 0 1
0.02604799 0.07856534 -0.9965686 6.72199, 0.06450516 0.9946972 0.08010382 -0.1639701, 0.9975774 -0.06637036 0.020842 8.087809, 0 0 0 1
0.01201303 0.08046748 -0.9966848 6.608207, 0.06521501 0.9945716 0.0810829 -0.1693565, 0.9977989 -0.06597287 0.006700127 8.128505, 0 0 0 1
0.0009659555 0.08253306 -0.9965879 6.418817, 0.06093038 0.9947318 0.08243841 -0.1949375, 0.9981415 -0.06080211 -0.004067904 8.159591, 0 0 0 1
-0.009826965 0.08426735 -0.9963947 6.205153, 0.05852276 0.9947833 0.08355389 -0.2125502, 0.9982377 -0.05749069 -0.01470726 8.178396, 0 0 0 1
-0.04038665 0.08598988 -0.9954771 5.97294, 0.06220703 0.9945737 0.08338809 -0.1897644, 0.9972458 -0.05855791 -0.04551667 8.418337, 0 0 0 1
-0.0623287 0.08780909 -0.9941854 5.772995, 0.05836656 0.9947381 0.08419872 -0.2034727, 0.9963475 -0.05277919 -0.06712585 8.565394, 0 0 0 1
-0.07530226 0.08614042 -0.9934331 5.687002, 0.06127042 0.994779 0.08161282 -0.1686855, 0.9952766 -0.05472244 -0.08018696 8.587433, 0 0 0 1
-0.08316917 0.08748773 -0.9926876 5.700694, 0.06552103 0.9944634 0.08215477 -0.1659658, 0.9943792 -0.05820917 -0.08844098 8.623793, 0 0 0 1
-0.09217997 0.09003837 -0.9916632 5.697027, 0.06375268 0.9943938 0.08436016 -0.1946803, 0.9936994 -0.05544487 -0.09740338 8.664373, 0 0 0 1
-0.1038451 0.08975171 -0.9905356 5.784195, 0.06251764 0.9945397 0.08356033 -0.1954229, 0.9926267 -0.05324861 -0.1088892 8.734347, 0 0 0 1
-0.1055809 0.09017195 -0.9903139 5.818819, 0.06544524 0.9943512 0.0835622 -0.1903634, 0.9922548 -0.05598876 -0.1108858 8.758742, 0 0 0 1
-0.1125808 0.09039418 -0.9895223 5.836208, 0.0615368 0.9945761 0.08385463 -0.2008873, 0.9917352 -0.05145162 -0.1175327 8.795833, 0 0 0 1
-0.1321382 0.09078135 -0.9870655 5.960287, 0.06304953 0.9945506 0.08302934 -0.1926849, 0.9892241 -0.05126267 -0.1371418 8.852478, 0 0 0 1
-0.1433523 0.09126595 -0.9854546 5.92087, 0.06189765 0.9946162 0.0831103 -0.1956892, 0.9877342 -0.04908327 -0.1482296 8.890463, 0 0 0 1
-0.1403434 0.0915603 -0.9858603 5.908528, 0.06214174 0.9945664 0.08352262 -0.1971545, 0.9881509 -0.04954122 -0.1452705 8.868549, 0 0 0 1
-0.1282041 0.09116349 -0.9875489 5.776466, 0.06658655 0.9943105 0.08314338 -0.1808574, 0.9895099 -0.05509816 -0.133545 8.741508, 0 0 0 1
-0.1219456 0.09283923 -0.9881853 5.729645, 0.06067074 0.9944512 0.08594093 -0.2265553, 0.9906808 -0.04947381 -0.1269015 8.498383, 0 0 0 1
-0.1394449 0.09454249 -0.9857063 5.633462, 0.0615864 0.9943327 0.08665744 -0.2294373, 0.9883128 -0.04862216 -0.1444771 8.568904, 0 0 0 1
-0.1520516 0.09506014 -0.9837906 5.586518, 0.06036499 0.9943991 0.08675538 -0.2292901, 0.9865274 -0.04619522 -0.1569383 8.605848, 0 0 0 1
-0.1748422 0.09479382 -0.9800226 5.519979, 0.06297486 0.9943932 0.08494873 -0.1994087, 0.9825805 -0.04686416 -0.1798315 8.739038, 0 0 0 1
-0.1964934 0.09603141 -0.9757911 5.390699, 0.06503101 0.9942774 0.08475552 -0.192166, 0.9783462 -0.04680278 -0.2016139 8.844782, 0 0 0 1
-0.2149954 0.09558612 -0.9719261 5.214989, 0.06474366 0.9944044 0.08347515 -0.1814452, 0.9744666 -0.04497928 -0.2199809 8.920134, 0 0 0 1
-0.2300563 0.09656722 -0.9683743 5.047036, 0.06081447 0.9945464 0.08472946 -0.2016585, 0.9712753 -0.03939863 -0.2346744 8.958327, 0 0 0 1
